slot_id,slot_datetime,provider_id,clinic_id,specialty,slot_status
454,2026-07-13 10:30:00,35,6,Behavioral Health,Open
455,2026-07-13 10:30:00,1,1,Family Medicine,Open
456,2026-07-13 10:30:00,20,4,Family Medicine,Open
457,2026-07-13 10:30:00,4,1,Internal Medicine,Released (Cancellation)
458,2026-07-13 11:00:00,7,2,Family Medicine,Open
459,2026-07-13 11:00:00,27,5,Obstetrics & Gynecology,Open
460,2026-07-13 11:00:00,16,3,Internal Medicine,Open
461,2026-07-13 11:00:00,23,4,Pediatrics,Released (Cancellation)
462,2026-07-13 11:00:00,19,4,Pediatrics,Open
463,2026-07-13 11:00:00,33,6,Behavioral Health,Open
464,2026-07-13 11:00:00,24,4,Family Medicine,Open
465,2026-07-13 11:00:00,32,6,Dermatology,Released (Cancellation)
466,2026-07-13 11:00:00,1,1,Family Medicine,Open
467,2026-07-13 11:00:00,4,1,Internal Medicine,Open
468,2026-07-13 11:00:00,34,6,Dermatology,Open
469,2026-07-13 11:30:00,20,4,Family Medicine,Open
470,2026-07-13 11:30:00,7,2,Family Medicine,Open
471,2026-07-13 11:30:00,13,3,Internal Medicine,Open
472,2026-07-13 11:30:00,2,1,Internal Medicine,Open
473,2026-07-13 11:30:00,36,6,Dermatology,Open
474,2026-07-13 11:30:00,15,3,Endocrinology,Open
475,2026-07-13 12:00:00,29,5,Obstetrics & Gynecology,Released (Cancellation)
476,2026-07-13 12:00:00,21,4,Pediatrics,Open
477,2026-07-13 12:00:00,14,3,Cardiology,Open
478,2026-07-13 12:00:00,6,1,Internal Medicine,Open
479,2026-07-13 12:00:00,17,3,Cardiology,Open
480,2026-07-13 12:00:00,33,6,Behavioral Health,Released (Cancellation)
481,2026-07-13 12:00:00,10,2,Internal Medicine,Open
482,2026-07-13 12:00:00,20,4,Family Medicine,Open
483,2026-07-13 12:00:00,25,5,Obstetrics & Gynecology,Open
484,2026-07-13 12:00:00,30,5,Family Medicine,Open
485,2026-07-13 12:00:00,13,3,Internal Medicine,Open
486,2026-07-13 12:00:00,26,5,Family Medicine,Open
487,2026-07-13 12:30:00,28,5,Family Medicine,Open
488,2026-07-13 12:30:00,34,6,Dermatology,Released (Cancellation)
489,2026-07-13 12:30:00,6,1,Internal Medicine,Open
490,2026-07-13 12:30:00,3,1,Family Medicine,Open
491,2026-07-13 12:30:00,29,5,Obstetrics & Gynecology,Open
492,2026-07-13 12:30:00,17,3,Cardiology,Open
493,2026-07-13 12:30:00,27,5,Obstetrics & Gynecology,Open
494,2026-07-13 12:30:00,20,4,Family Medicine,Open
495,2026-07-13 13:00:00,23,4,Pediatrics,Open
496,2026-07-13 13:00:00,9,2,Family Medicine,Open
497,2026-07-13 13:00:00,17,3,Cardiology,Open
498,2026-07-13 13:00:00,33,6,Behavioral Health,Open
499,2026-07-13 13:00:00,18,3,Endocrinology,Open
500,2026-07-13 13:00:00,29,5,Obstetrics & Gynecology,Open
501,2026-07-13 13:00:00,4,1,Internal Medicine,Released (Cancellation)
502,2026-07-13 13:00:00,11,2,Family Medicine,Open
503,2026-07-13 13:00:00,7,2,Family Medicine,Open
504,2026-07-13 13:00:00,28,5,Family Medicine,Open
505,2026-07-13 13:30:00,14,3,Cardiology,Released (Cancellation)
506,2026-07-13 13:30:00,34,6,Dermatology,Open
507,2026-07-13 13:30:00,24,4,Family Medicine,Open
508,2026-07-13 13:30:00,7,2,Family Medicine,Open
509,2026-07-13 13:30:00,32,6,Dermatology,Open
510,2026-07-13 13:30:00,26,5,Family Medicine,Open
511,2026-07-13 13:30:00,36,6,Dermatology,Open
512,2026-07-13 13:30:00,28,5,Family Medicine,Open
513,2026-07-13 13:30:00,19,4,Pediatrics,Open
514,2026-07-13 13:30:00,16,3,Internal Medicine,Open
515,2026-07-13 13:30:00,22,4,Family Medicine,Open
516,2026-07-13 13:30:00,10,2,Internal Medicine,Open
517,2026-07-13 14:00:00,35,6,Behavioral Health,Open
518,2026-07-13 14:00:00,24,4,Family Medicine,Open
519,2026-07-13 14:00:00,1,1,Family Medicine,Released (Cancellation)
520,2026-07-13 14:00:00,33,6,Behavioral Health,Open
521,2026-07-13 14:00:00,13,3,Internal Medicine,Released (Cancellation)
522,2026-07-13 14:30:00,1,1,Family Medicine,Open
523,2026-07-13 14:30:00,31,6,Behavioral Health,Open
524,2026-07-13 14:30:00,29,5,Obstetrics & Gynecology,Open
525,2026-07-13 14:30:00,18,3,Endocrinology,Open
526,2026-07-13 14:30:00,15,3,Endocrinology,Open
527,2026-07-13 15:00:00,19,4,Pediatrics,Released (Cancellation)
528,2026-07-13 15:00:00,29,5,Obstetrics & Gynecology,Open
529,2026-07-13 15:00:00,7,2,Family Medicine,Released (Cancellation)
530,2026-07-13 15:30:00,4,1,Internal Medicine,Open
531,2026-07-14 08:00:00,13,3,Internal Medicine,Open
532,2026-07-14 08:00:00,27,5,Obstetrics & Gynecology,Released (Cancellation)
533,2026-07-14 08:00:00,23,4,Pediatrics,Released (Cancellation)
534,2026-07-14 08:00:00,28,5,Family Medicine,Open
535,2026-07-14 08:00:00,17,3,Cardiology,Open
536,2026-07-14 08:00:00,1,1,Family Medicine,Released (Cancellation)
537,2026-07-14 08:00:00,33,6,Behavioral Health,Open
538,2026-07-14 08:00:00,32,6,Dermatology,Open
539,2026-07-14 08:00:00,19,4,Pediatrics,Open
540,2026-07-14 08:30:00,23,4,Pediatrics,Open
541,2026-07-14 08:30:00,20,4,Family Medicine,Open
542,2026-07-14 08:30:00,5,1,Family Medicine,Open
543,2026-07-14 08:30:00,30,5,Family Medicine,Open
544,2026-07-14 08:30:00,19,4,Pediatrics,Open
545,2026-07-14 08:30:00,33,6,Behavioral Health,Open
546,2026-07-14 08:30:00,22,4,Family Medicine,Open
547,2026-07-14 08:30:00,12,2,Internal Medicine,Released (Cancellation)
548,2026-07-14 08:30:00,4,1,Internal Medicine,Released (Cancellation)
549,2026-07-14 08:30:00,6,1,Internal Medicine,Open
550,2026-07-14 09:00:00,25,5,Obstetrics & Gynecology,Open
551,2026-07-14 09:00:00,9,2,Family Medicine,Open
552,2026-07-14 09:00:00,10,2,Internal Medicine,Open
553,2026-07-14 09:00:00,3,1,Family Medicine,Open
554,2026-07-14 09:00:00,13,3,Internal Medicine,Released (Cancellation)
555,2026-07-14 09:00:00,4,1,Internal Medicine,Open
556,2026-07-14 09:00:00,29,5,Obstetrics & Gynecology,Open
557,2026-07-14 09:00:00,24,4,Family Medicine,Open
558,2026-07-14 09:00:00,17,3,Cardiology,Open
559,2026-07-14 09:30:00,18,3,Endocrinology,Open
560,2026-07-14 09:30:00,30,5,Family Medicine,Open
561,2026-07-14 09:30:00,14,3,Cardiology,Open
562,2026-07-14 09:30:00,28,5,Family Medicine,Open
563,2026-07-14 10:00:00,16,3,Internal Medicine,Released (Cancellation)
564,2026-07-14 10:00:00,32,6,Dermatology,Released (Cancellation)
565,2026-07-14 10:00:00,19,4,Pediatrics,Open
566,2026-07-14 10:00:00,9,2,Family Medicine,Open
567,2026-07-14 10:00:00,6,1,Internal Medicine,Open
568,2026-07-14 10:00:00,10,2,Internal Medicine,Open
569,2026-07-14 10:00:00,4,1,Internal Medicine,Open
570,2026-07-14 10:00:00,8,2,Internal Medicine,Open
571,2026-07-14 10:00:00,22,4,Family Medicine,Released (Cancellation)
572,2026-07-14 10:00:00,24,4,Family Medicine,Open
573,2026-07-14 10:30:00,22,4,Family Medicine,Released (Cancellation)
574,2026-07-14 10:30:00,20,4,Family Medicine,Open
575,2026-07-14 10:30:00,34,6,Dermatology,Released (Cancellation)
576,2026-07-14 10:30:00,9,2,Family Medicine,Open
577,2026-07-14 10:30:00,5,1,Family Medicine,Open
578,2026-07-14 10:30:00,23,4,Pediatrics,Open
579,2026-07-14 10:30:00,7,2,Family Medicine,Open
580,2026-07-14 10:30:00,19,4,Pediatrics,Open
581,2026-07-14 10:30:00,18,3,Endocrinology,Open
582,2026-07-14 10:30:00,35,6,Behavioral Health,Open
583,2026-07-14 10:30:00,11,2,Family Medicine,Released (Cancellation)
584,2026-07-14 11:00:00,17,3,Cardiology,Open
585,2026-07-14 11:00:00,10,2,Internal Medicine,Released (Cancellation)
586,2026-07-14 11:00:00,20,4,Family Medicine,Open
587,2026-07-14 11:00:00,28,5,Family Medicine,Open
588,2026-07-14 11:00:00,34,6,Dermatology,Released (Cancellation)
589,2026-07-14 11:00:00,26,5,Family Medicine,Released (Cancellation)
590,2026-07-14 11:00:00,11,2,Family Medicine,Open
591,2026-07-14 11:00:00,2,1,Internal Medicine,Open
592,2026-07-14 11:00:00,32,6,Dermatology,Open
593,2026-07-14 11:30:00,12,2,Internal Medicine,Open
594,2026-07-14 11:30:00,15,3,Endocrinology,Open
595,2026-07-14 11:30:00,29,5,Obstetrics & Gynecology,Open
596,2026-07-14 11:30:00,5,1,Family Medicine,Open
597,2026-07-14 11:30:00,2,1,Internal Medicine,Open
598,2026-07-14 11:30:00,16,3,Internal Medicine,Open
599,2026-07-14 11:30:00,3,1,Family Medicine,Open
600,2026-07-14 11:30:00,23,4,Pediatrics,Released (Cancellation)
601,2026-07-14 11:30:00,9,2,Family Medicine,Open
602,2026-07-14 11:30:00,19,4,Pediatrics,Open
603,2026-07-14 12:00:00,4,1,Internal Medicine,Open
604,2026-07-14 12:00:00,12,2,Internal Medicine,Open
605,2026-07-14 12:00:00,1,1,Family Medicine,Open
606,2026-07-14 12:00:00,26,5,Family Medicine,Open
607,2026-07-14 12:00:00,31,6,Behavioral Health,Open
608,2026-07-14 12:00:00,8,2,Internal Medicine,Released (Cancellation)
609,2026-07-14 12:00:00,32,6,Dermatology,Open
610,2026-07-14 12:00:00,13,3,Internal Medicine,Open
611,2026-07-14 12:00:00,36,6,Dermatology,Released (Cancellation)
612,2026-07-14 12:00:00,15,3,Endocrinology,Open
613,2026-07-14 12:00:00,21,4,Pediatrics,Open
614,2026-07-14 12:30:00,7,2,Family Medicine,Open
615,2026-07-14 12:30:00,36,6,Dermatology,Open
616,2026-07-14 12:30:00,1,1,Family Medicine,Open
617,2026-07-14 12:30:00,19,4,Pediatrics,Open
618,2026-07-14 12:30:00,28,5,Family Medicine,Open
619,2026-07-14 12:30:00,30,5,Family Medicine,Released (Cancellation)
620,2026-07-14 12:30:00,31,6,Behavioral Health,Open
621,2026-07-14 12:30:00,32,6,Dermatology,Open
622,2026-07-14 12:30:00,26,5,Family Medicine,Open
623,2026-07-14 12:30:00,34,6,Dermatology,Open
624,2026-07-14 12:30:00,29,5,Obstetrics & Gynecology,Released (Cancellation)
625,2026-07-14 12:30:00,5,1,Family Medicine,Released (Cancellation)
626,2026-07-14 12:30:00,10,2,Internal Medicine,Open
627,2026-07-14 12:30:00,24,4,Family Medicine,Open
628,2026-07-14 12:30:00,4,1,Internal Medicine,Open
629,2026-07-14 13:00:00,5,1,Family Medicine,Open
630,2026-07-14 13:00:00,26,5,Family Medicine,Released (Cancellation)
631,2026-07-14 13:00:00,15,3,Endocrinology,Open
632,2026-07-14 13:00:00,12,2,Internal Medicine,Open
633,2026-07-14 13:00:00,27,5,Obstetrics & Gynecology,Open
634,2026-07-14 13:00:00,6,1,Internal Medicine,Open
635,2026-07-14 13:00:00,16,3,Internal Medicine,Open
636,2026-07-14 13:00:00,23,4,Pediatrics,Open
637,2026-07-14 13:00:00,35,6,Behavioral Health,Open
638,2026-07-14 13:00:00,36,6,Dermatology,Open
639,2026-07-14 13:00:00,14,3,Cardiology,Open
640,2026-07-14 13:00:00,19,4,Pediatrics,Released (Cancellation)
641,2026-07-14 13:00:00,1,1,Family Medicine,Released (Cancellation)
642,2026-07-14 13:00:00,25,5,Obstetrics & Gynecology,Open
643,2026-07-14 13:00:00,10,2,Internal Medicine,Open
644,2026-07-14 13:30:00,11,2,Family Medicine,Open
645,2026-07-14 13:30:00,28,5,Family Medicine,Open
646,2026-07-14 13:30:00,29,5,Obstetrics & Gynecology,Open
647,2026-07-14 13:30:00,33,6,Behavioral Health,Open
648,2026-07-14 13:30:00,30,5,Family Medicine,Open
649,2026-07-14 13:30:00,4,1,Internal Medicine,Open
650,2026-07-14 13:30:00,13,3,Internal Medicine,Open
651,2026-07-14 13:30:00,18,3,Endocrinology,Open
652,2026-07-14 13:30:00,17,3,Cardiology,Open
653,2026-07-14 14:00:00,15,3,Endocrinology,Open
654,2026-07-14 14:00:00,2,1,Internal Medicine,Open
655,2026-07-14 14:00:00,9,2,Family Medicine,Open
656,2026-07-14 14:00:00,13,3,Internal Medicine,Open
657,2026-07-14 14:00:00,36,6,Dermatology,Open
658,2026-07-14 14:00:00,26,5,Family Medicine,Open
659,2026-07-14 14:30:00,6,1,Internal Medicine,Open
660,2026-07-14 14:30:00,31,6,Behavioral Health,Open
661,2026-07-14 14:30:00,1,1,Family Medicine,Open
662,2026-07-14 14:30:00,5,1,Family Medicine,Open
663,2026-07-14 15:00:00,18,3,Endocrinology,Released (Cancellation)
664,2026-07-14 15:00:00,22,4,Family Medicine,Open
665,2026-07-14 15:00:00,6,1,Internal Medicine,Open
666,2026-07-14 15:30:00,4,1,Internal Medicine,Open
667,2026-07-14 15:30:00,6,1,Internal Medicine,Open
668,2026-07-15 08:00:00,2,1,Internal Medicine,Open
669,2026-07-15 08:00:00,7,2,Family Medicine,Open
670,2026-07-15 08:00:00,35,6,Behavioral Health,Open
671,2026-07-15 08:00:00,14,3,Cardiology,Open
672,2026-07-15 08:00:00,18,3,Endocrinology,Open
673,2026-07-15 08:00:00,9,2,Family Medicine,Open
674,2026-07-15 08:00:00,16,3,Internal Medicine,Open
675,2026-07-15 08:00:00,21,4,Pediatrics,Open
676,2026-07-15 08:30:00,28,5,Family Medicine,Open
677,2026-07-15 08:30:00,26,5,Family Medicine,Open
678,2026-07-15 08:30:00,30,5,Family Medicine,Open
679,2026-07-15 08:30:00,21,4,Pediatrics,Released (Cancellation)
680,2026-07-15 08:30:00,23,4,Pediatrics,Open
681,2026-07-15 08:30:00,25,5,Obstetrics & Gynecology,Released (Cancellation)
682,2026-07-15 08:30:00,4,1,Internal Medicine,Open
683,2026-07-15 08:30:00,24,4,Family Medicine,Released (Cancellation)
684,2026-07-15 08:30:00,9,2,Family Medicine,Open
685,2026-07-15 08:30:00,3,1,Family Medicine,Open
686,2026-07-15 08:30:00,5,1,Family Medicine,Released (Cancellation)
687,2026-07-15 08:30:00,32,6,Dermatology,Released (Cancellation)
688,2026-07-15 08:30:00,17,3,Cardiology,Open
689,2026-07-15 08:30:00,15,3,Endocrinology,Open
690,2026-07-15 08:30:00,34,6,Dermatology,Open
691,2026-07-15 09:00:00,21,4,Pediatrics,Open
692,2026-07-15 09:00:00,17,3,Cardiology,Released (Cancellation)
693,2026-07-15 09:00:00,18,3,Endocrinology,Open
694,2026-07-15 09:00:00,26,5,Family Medicine,Open
695,2026-07-15 09:00:00,29,5,Obstetrics & Gynecology,Released (Cancellation)
696,2026-07-15 09:00:00,7,2,Family Medicine,Open
697,2026-07-15 09:00:00,3,1,Family Medicine,Open
698,2026-07-15 09:00:00,8,2,Internal Medicine,Open
699,2026-07-15 09:00:00,14,3,Cardiology,Released (Cancellation)
700,2026-07-15 09:00:00,25,5,Obstetrics & Gynecology,Open
701,2026-07-15 09:00:00,33,6,Behavioral Health,Open
702,2026-07-15 09:30:00,24,4,Family Medicine,Released (Cancellation)
703,2026-07-15 09:30:00,31,6,Behavioral Health,Open
704,2026-07-15 09:30:00,33,6,Behavioral Health,Open
705,2026-07-15 09:30:00,19,4,Pediatrics,Open
706,2026-07-15 09:30:00,11,2,Family Medicine,Open
707,2026-07-15 09:30:00,21,4,Pediatrics,Released (Cancellation)
708,2026-07-15 09:30:00,7,2,Family Medicine,Open
709,2026-07-15 09:30:00,12,2,Internal Medicine,Open
710,2026-07-15 10:00:00,11,2,Family Medicine,Open
711,2026-07-15 10:00:00,1,1,Family Medicine,Open
712,2026-07-15 10:00:00,20,4,Family Medicine,Open
713,2026-07-15 10:00:00,36,6,Dermatology,Open
714,2026-07-15 10:00:00,35,6,Behavioral Health,Open
715,2026-07-15 10:00:00,24,4,Family Medicine,Open
716,2026-07-15 10:00:00,14,3,Cardiology,Open
717,2026-07-15 10:00:00,19,4,Pediatrics,Open
718,2026-07-15 10:00:00,16,3,Internal Medicine,Open
719,2026-07-15 10:00:00,3,1,Family Medicine,Open
720,2026-07-15 10:00:00,10,2,Internal Medicine,Open
721,2026-07-15 10:00:00,34,6,Dermatology,Open
722,2026-07-15 10:30:00,5,1,Family Medicine,Released (Cancellation)
723,2026-07-15 10:30:00,14,3,Cardiology,Open
724,2026-07-15 10:30:00,4,1,Internal Medicine,Open
725,2026-07-15 10:30:00,26,5,Family Medicine,Open
726,2026-07-15 10:30:00,18,3,Endocrinology,Released (Cancellation)
727,2026-07-15 10:30:00,8,2,Internal Medicine,Released (Cancellation)
728,2026-07-15 10:30:00,17,3,Cardiology,Open
729,2026-07-15 10:30:00,36,6,Dermatology,Released (Cancellation)
730,2026-07-15 10:30:00,33,6,Behavioral Health,Open
731,2026-07-15 10:30:00,27,5,Obstetrics & Gynecology,Open
732,2026-07-15 10:30:00,20,4,Family Medicine,Open
733,2026-07-15 10:30:00,11,2,Family Medicine,Released (Cancellation)
734,2026-07-15 11:00:00,22,4,Family Medicine,Open
735,2026-07-15 11:00:00,8,2,Internal Medicine,Open
736,2026-07-15 11:00:00,4,1,Internal Medicine,Open
737,2026-07-15 11:00:00,10,2,Internal Medicine,Released (Cancellation)
738,2026-07-15 11:00:00,5,1,Family Medicine,Open
739,2026-07-15 11:00:00,25,5,Obstetrics & Gynecology,Open
740,2026-07-15 11:00:00,19,4,Pediatrics,Open
741,2026-07-15 11:30:00,21,4,Pediatrics,Open
742,2026-07-15 11:30:00,26,5,Family Medicine,Open
743,2026-07-15 11:30:00,17,3,Cardiology,Released (Cancellation)
744,2026-07-15 11:30:00,4,1,Internal Medicine,Open
745,2026-07-15 11:30:00,25,5,Obstetrics & Gynecology,Open
746,2026-07-15 11:30:00,19,4,Pediatrics,Open
747,2026-07-15 11:30:00,2,1,Internal Medicine,Open
748,2026-07-15 11:30:00,31,6,Behavioral Health,Open
749,2026-07-15 12:00:00,2,1,Internal Medicine,Open
750,2026-07-15 12:00:00,18,3,Endocrinology,Released (Cancellation)
751,2026-07-15 12:00:00,24,4,Family Medicine,Open
752,2026-07-15 12:00:00,3,1,Family Medicine,Open
753,2026-07-15 12:00:00,27,5,Obstetrics & Gynecology,Open
754,2026-07-15 12:00:00,6,1,Internal Medicine,Open
755,2026-07-15 12:00:00,30,5,Family Medicine,Open
756,2026-07-15 12:00:00,19,4,Pediatrics,Released (Cancellation)
757,2026-07-15 12:00:00,17,3,Cardiology,Open
758,2026-07-15 12:00:00,9,2,Family Medicine,Open
759,2026-07-15 12:00:00,14,3,Cardiology,Open
760,2026-07-15 12:00:00,20,4,Family Medicine,Open
761,2026-07-15 12:00:00,29,5,Obstetrics & Gynecology,Open
762,2026-07-15 12:00:00,8,2,Internal Medicine,Open
763,2026-07-15 12:30:00,32,6,Dermatology,Open
764,2026-07-15 12:30:00,6,1,Internal Medicine,Open
765,2026-07-15 12:30:00,34,6,Dermatology,Open
766,2026-07-15 12:30:00,8,2,Internal Medicine,Open
767,2026-07-15 12:30:00,11,2,Family Medicine,Open
768,2026-07-15 12:30:00,12,2,Internal Medicine,Open
769,2026-07-15 12:30:00,35,6,Behavioral Health,Open
770,2026-07-15 12:30:00,10,2,Internal Medicine,Open
771,2026-07-15 12:30:00,1,1,Family Medicine,Open
772,2026-07-15 12:30:00,28,5,Family Medicine,Open
773,2026-07-15 13:00:00,33,6,Behavioral Health,Open
774,2026-07-15 13:00:00,7,2,Family Medicine,Released (Cancellation)
775,2026-07-15 13:00:00,24,4,Family Medicine,Open
776,2026-07-15 13:00:00,16,3,Internal Medicine,Open
777,2026-07-15 13:00:00,9,2,Family Medicine,Open
778,2026-07-15 13:00:00,12,2,Internal Medicine,Open
779,2026-07-15 13:00:00,1,1,Family Medicine,Open
780,2026-07-15 13:30:00,20,4,Family Medicine,Open
781,2026-07-15 13:30:00,10,2,Internal Medicine,Open
782,2026-07-15 13:30:00,12,2,Internal Medicine,Open
783,2026-07-15 13:30:00,3,1,Family Medicine,Released (Cancellation)
784,2026-07-15 13:30:00,17,3,Cardiology,Open
785,2026-07-15 13:30:00,8,2,Internal Medicine,Open
786,2026-07-15 13:30:00,13,3,Internal Medicine,Open
787,2026-07-15 13:30:00,5,1,Family Medicine,Open
788,2026-07-15 13:30:00,22,4,Family Medicine,Open
789,2026-07-15 14:00:00,11,2,Family Medicine,Open
790,2026-07-15 14:00:00,23,4,Pediatrics,Open
791,2026-07-15 14:00:00,13,3,Internal Medicine,Open
792,2026-07-15 14:00:00,28,5,Family Medicine,Released (Cancellation)
793,2026-07-15 14:00:00,24,4,Family Medicine,Open
794,2026-07-15 14:00:00,33,6,Behavioral Health,Open
795,2026-07-15 14:00:00,7,2,Family Medicine,Open
796,2026-07-15 14:00:00,6,1,Internal Medicine,Open
797,2026-07-15 14:00:00,21,4,Pediatrics,Open
798,2026-07-15 14:00:00,17,3,Cardiology,Open
799,2026-07-15 14:00:00,25,5,Obstetrics & Gynecology,Open
800,2026-07-15 14:00:00,34,6,Dermatology,Open
801,2026-07-15 14:00:00,31,6,Behavioral Health,Open
802,2026-07-15 14:30:00,15,3,Endocrinology,Open
803,2026-07-15 14:30:00,28,5,Family Medicine,Open
804,2026-07-15 15:00:00,17,3,Cardiology,Open
805,2026-07-15 15:00:00,19,4,Pediatrics,Open
806,2026-07-15 15:00:00,4,1,Internal Medicine,Open
807,2026-07-15 15:00:00,7,2,Family Medicine,Released (Cancellation)
808,2026-07-15 15:00:00,25,5,Obstetrics & Gynecology,Open
809,2026-07-15 15:30:00,19,4,Pediatrics,Open
810,2026-07-16 08:00:00,8,2,Internal Medicine,Open
811,2026-07-16 08:00:00,23,4,Pediatrics,Open
812,2026-07-16 08:00:00,26,5,Family Medicine,Open
813,2026-07-16 08:00:00,30,5,Family Medicine,Open
814,2026-07-16 08:00:00,31,6,Behavioral Health,Open
815,2026-07-16 08:00:00,9,2,Family Medicine,Released (Cancellation)
816,2026-07-16 08:00:00,32,6,Dermatology,Released (Cancellation)
817,2026-07-16 08:00:00,12,2,Internal Medicine,Released (Cancellation)
818,2026-07-16 08:00:00,14,3,Cardiology,Released (Cancellation)
819,2026-07-16 08:00:00,20,4,Family Medicine,Open
820,2026-07-16 08:00:00,24,4,Family Medicine,Released (Cancellation)
821,2026-07-16 08:00:00,16,3,Internal Medicine,Open
822,2026-07-16 08:00:00,21,4,Pediatrics,Open
823,2026-07-16 08:30:00,6,1,Internal Medicine,Open
824,2026-07-16 08:30:00,1,1,Family Medicine,Open
825,2026-07-16 08:30:00,22,4,Family Medicine,Released (Cancellation)
826,2026-07-16 08:30:00,21,4,Pediatrics,Open
827,2026-07-16 08:30:00,28,5,Family Medicine,Open
828,2026-07-16 08:30:00,5,1,Family Medicine,Open
829,2026-07-16 08:30:00,27,5,Obstetrics & Gynecology,Open
830,2026-07-16 08:30:00,4,1,Internal Medicine,Open
831,2026-07-16 09:00:00,10,2,Internal Medicine,Open
832,2026-07-16 09:00:00,31,6,Behavioral Health,Released (Cancellation)
833,2026-07-16 09:00:00,14,3,Cardiology,Open
834,2026-07-16 09:00:00,3,1,Family Medicine,Open
835,2026-07-16 09:00:00,24,4,Family Medicine,Open
836,2026-07-16 09:00:00,6,1,Internal Medicine,Open
837,2026-07-16 09:00:00,9,2,Family Medicine,Open
838,2026-07-16 09:00:00,19,4,Pediatrics,Open
839,2026-07-16 09:30:00,36,6,Dermatology,Open
840,2026-07-16 09:30:00,24,4,Family Medicine,Released (Cancellation)
841,2026-07-16 09:30:00,13,3,Internal Medicine,Open
842,2026-07-16 09:30:00,8,2,Internal Medicine,Open
843,2026-07-16 09:30:00,25,5,Obstetrics & Gynecology,Released (Cancellation)
844,2026-07-16 09:30:00,28,5,Family Medicine,Open
845,2026-07-16 09:30:00,19,4,Pediatrics,Open
846,2026-07-16 09:30:00,33,6,Behavioral Health,Released (Cancellation)
847,2026-07-16 10:00:00,24,4,Family Medicine,Open
848,2026-07-16 10:00:00,1,1,Family Medicine,Open
849,2026-07-16 10:00:00,34,6,Dermatology,Open
850,2026-07-16 10:00:00,36,6,Dermatology,Open
851,2026-07-16 10:00:00,20,4,Family Medicine,Open
852,2026-07-16 10:00:00,10,2,Internal Medicine,Open
853,2026-07-16 10:00:00,21,4,Pediatrics,Released (Cancellation)
854,2026-07-16 10:00:00,19,4,Pediatrics,Released (Cancellation)
855,2026-07-16 10:00:00,30,5,Family Medicine,Open
856,2026-07-16 10:00:00,3,1,Family Medicine,Open
857,2026-07-16 10:00:00,9,2,Family Medicine,Released (Cancellation)
858,2026-07-16 10:00:00,18,3,Endocrinology,Open
859,2026-07-16 10:30:00,24,4,Family Medicine,Open
860,2026-07-16 10:30:00,19,4,Pediatrics,Open
861,2026-07-16 10:30:00,5,1,Family Medicine,Open
862,2026-07-16 10:30:00,11,2,Family Medicine,Open
863,2026-07-16 10:30:00,36,6,Dermatology,Released (Cancellation)
864,2026-07-16 10:30:00,21,4,Pediatrics,Open
865,2026-07-16 11:00:00,22,4,Family Medicine,Open
866,2026-07-16 11:00:00,25,5,Obstetrics & Gynecology,Open
867,2026-07-16 11:00:00,35,6,Behavioral Health,Open
868,2026-07-16 11:00:00,33,6,Behavioral Health,Released (Cancellation)
869,2026-07-16 11:00:00,14,3,Cardiology,Released (Cancellation)
870,2026-07-16 11:00:00,18,3,Endocrinology,Open
871,2026-07-16 11:00:00,5,1,Family Medicine,Released (Cancellation)
872,2026-07-16 11:00:00,12,2,Internal Medicine,Open
873,2026-07-16 11:30:00,16,3,Internal Medicine,Open
874,2026-07-16 11:30:00,22,4,Family Medicine,Open
875,2026-07-16 11:30:00,33,6,Behavioral Health,Released (Cancellation)
876,2026-07-16 11:30:00,23,4,Pediatrics,Open
877,2026-07-16 11:30:00,11,2,Family Medicine,Open
878,2026-07-16 11:30:00,5,1,Family Medicine,Open
879,2026-07-16 11:30:00,17,3,Cardiology,Open
880,2026-07-16 11:30:00,28,5,Family Medicine,Open
881,2026-07-16 11:30:00,15,3,Endocrinology,Open
882,2026-07-16 11:30:00,29,5,Obstetrics & Gynecology,Open
883,2026-07-16 11:30:00,36,6,Dermatology,Open
884,2026-07-16 11:30:00,34,6,Dermatology,Open
885,2026-07-16 11:30:00,9,2,Family Medicine,Open
886,2026-07-16 11:30:00,3,1,Family Medicine,Open
887,2026-07-16 12:00:00,16,3,Internal Medicine,Released (Cancellation)
888,2026-07-16 12:00:00,13,3,Internal Medicine,Released (Cancellation)
889,2026-07-16 12:00:00,17,3,Cardiology,Open
890,2026-07-16 12:00:00,30,5,Family Medicine,Open
891,2026-07-16 12:00:00,2,1,Internal Medicine,Open
892,2026-07-16 12:00:00,20,4,Family Medicine,Open
893,2026-07-16 12:00:00,35,6,Behavioral Health,Released (Cancellation)
894,2026-07-16 12:00:00,33,6,Behavioral Health,Open
895,2026-07-16 12:00:00,14,3,Cardiology,Open
896,2026-07-16 12:00:00,15,3,Endocrinology,Open
897,2026-07-16 12:00:00,34,6,Dermatology,Open
898,2026-07-16 12:00:00,22,4,Family Medicine,Open
899,2026-07-16 12:00:00,26,5,Family Medicine,Open
900,2026-07-16 12:30:00,35,6,Behavioral Health,Open
901,2026-07-16 12:30:00,7,2,Family Medicine,Open
902,2026-07-16 12:30:00,2,1,Internal Medicine,Open
903,2026-07-16 12:30:00,27,5,Obstetrics & Gynecology,Open
904,2026-07-16 12:30:00,36,6,Dermatology,Open
905,2026-07-16 12:30:00,19,4,Pediatrics,Released (Cancellation)
